trade_date,symbol,open,high,low,close,volume
2022-02-17,AAPL,167.72933608370406,168.5923579851135,165.2187432406735,165.62083435058594,69589300
2022-02-18,AAPL,166.54272185911768,167.24881311236203,162.9827709259436,164.07135009765625,82772700
2022-02-22,AAPL,161.79610099125685,163.4731068473456,159.02071443579257,161.1488494873047,91162800
2022-02-23,AAPL,162.3453036437316,162.94353209804362,156.66704910552062,156.9808807373047,90009200
2022-02-24,AAPL,149.63537731952917,159.70718192000658,149.06656887940355,159.59930419921875,141147500
2022-02-25,AAPL,160.6780765984275,161.93337290276585,157.76539291737205,161.66859436035156,91974200
2022-02-28,AAPL,159.91315308309024,162.22760877136363,159.2953064697166,161.9333953857422,95056600
2022-03-01,AAPL,161.52148207442062,163.38482330332894,158.84417203107242,160.05043029785156,83474400
2022-03-02,AAPL,161.21746135614293,164.13014496709349,159.80524930667454,163.3455810546875,79724800
2022-03-03,AAPL,165.21874895199736,165.65025991761863,162.35510295615475,163.02197265625,76678400
2022-03-04,AAPL,161.31554410601458,162.3550849729684,158.9716688608393,160.02101135253906,83737200
2022-03-07,AAPL,160.2073369360896,161.8353044006897,155.97070087847666,156.22569274902344,96418800
2022-03-08,AAPL,155.754968485403,159.73661287922712,152.79324673379338,154.40159606933594,131148300
2022-03-09,AAPL,158.36363528455044,160.25639649791017,156.33359145766846,159.80526733398438,91454900
2022-03-10,AAPL,157.10837144656722,157.29470711890718,152.96981007380143,155.46080017089844,105342000
2022-03-11,AAPL,155.86282296707049,156.20607434732403,151.51832415633135,151.74388122558594,96970100
2022-03-14,AAPL,148.527164171625,151.14563405850396,147.20322679384205,147.7131805419922,108732100
2022-03-15,AAPL,147.9878136848799,152.56770172333492,147.47785980558257,152.09695434570312,92964300
2022-03-16,AAPL,154.01914186419623,156.9122077008172,151.47912909347468,156.51011657714844,102300200
2022-03-17,AAPL,155.549028989307,157.89290442537197,154.58794593498652,157.52023315429688,75615400
2022-03-18,AAPL,157.4123942449896,161.30578044331628,156.67686811126515,160.8154296875,123511700
2022-03-21,AAPL,160.35447849802293,163.13968181166422,159.8641278042269,162.1884002685547,95811400
2022-03-22,AAPL,162.31586266906788,166.1504082464849,161.72745088254396,165.56199645996094,81532000
2022-03-23,AAPL,164.7480429864726,169.30829877130867,164.41459311854004,166.92520141601562,98062700
2022-03-24,AAPL,167.7587426911126,170.77930414345957,166.92515566056534,170.71066284179688,90131400
2022-03-25,AAPL,170.5243286011813,171.8973042886656,169.41613146208226,171.34811401367188,80546200
2022-03-28,AAPL,168.84733794398963,172.33863211398676,168.68062052174977,172.21115112304688,90371900
2022-03-29,AAPL,173.28013598798506,175.55535549692144,172.936884505865,175.50633239746094,100589400
2022-03-30,AAPL,175.10424033882794,176.1437814426428,173.2899367384836,174.33929443359375,92633200
2022-03-31,AAPL,174.40791055107027,174.59424618696573,171.0342957824536,171.24024963378906,103049300
2022-04-01,AAPL,170.6714345147771,171.5050365492017,168.62177252764585,170.94602966308594,78751300
2022-04-04,AAPL,171.2010287452735,175.04537594723365,171.07353279095375,174.996337890625,76468400
2022-04-05,AAPL,174.07446238611692,174.85902633621265,171.05390090505156,171.68154907226562,73401800
2022-04-06,AAPL,169.03368653783352,170.27918145157616,166.846726701127,168.513916015625,89058800
2022-04-07,AAPL,167.8568186387604,170.01435825576067,166.57210247899573,168.81790161132812,77594700
2022-04-08,AAPL,168.46488285345913,168.46488285345913,165.9346714824091,166.8074951171875,76575500
2022-04-11,AAPL,165.4541214198734,165.76793805160875,162.306063690876,162.55123901367188,72246700
2022-04-12,AAPL,164.7774152033108,166.5917033939569,163.4240427965999,164.4243621826172,79265200
2022-04-13,AAPL,164.1595904381064,167.73914420674996,163.55156041909547,167.1114959716797,70618900
2022-04-14,AAPL,167.32728419373043,167.9647491437104,161.85496805900578,162.1001434326172,75329400
2022-04-18,AAPL,160.75655343597518,163.38484067093813,160.41331696354428,161.88436889648438,69023900
2022-04-19,AAPL,161.83534399523174,164.5813108194766,160.74676487778993,164.16940307617188,67723800
2022-04-20,AAPL,165.5031882392465,165.6208826010172,162.89453348836534,164.00271606445312,67929800
2022-04-21,AAPL,165.65024919174274,168.21968163880754,162.70814548680565,163.2082977294922,87227800
2022-04-22,AAPL,163.24755201100473,164.63032953066207,158.38326676927218,158.66766357421875,84882400
2022-04-25,AAPL,158.01058942731927,160.0210300948507,155.40193532965264,159.73663330078125,96046400
2022-04-26,AAPL,159.11877502482716,159.20703454434567,153.69549840448505,153.77395629882812,95623200
2022-04-27,AAPL,152.90116485569044,156.70627626102967,152.38139429047249,153.54843139648438,88063200
2022-04-28,AAPL,156.17667104674604,161.34497072445453,155.8628394699356,160.48194885253906,130216800
2022-04-29,AAPL,158.71671584912357,162.9925746827483,154.21529987659397,154.60757446289062,131747600
2022-05-02,AAPL,153.68571389859628,155.17636916422146,150.31209888761785,154.91159057617188,123055300
2022-05-03,AAPL,155.0979478266785,157.60855642427322,153.30327711619745,156.40228271484375,88966500
2022-05-04,AAPL,156.58858056796436,163.26715427373458,156.18648942865437,162.8160400390625,108256500
2022-05-05,AAPL,160.68791986588977,160.91347698312873,151.9596689981739,153.7445526123047,130525300
2022-05-06,AAPL,153.22400390708842,156.59275954886184,151.42668182783396,154.47132873535156,116124600
2022-05-09,AAPL,152.16327128379606,153.04720818256274,148.78471498335946,149.3445281982422,131577900
2022-05-10,AAPL,152.74276671948687,153.9409814618481,150.19900690567323,151.75079345703125,115366700
2022-05-11,AAPL,150.7588463480562,152.67402087769284,143.20616949802272,143.88385009765625,142689800
2022-05-12,AAPL,140.22046241259886,143.58920335731457,136.32135622581737,140.0142059326172,182602000
2022-05-13,AAPL,142.00793811597927,145.45526685384394,140.55437184575726,144.48294067382812,113990900
2022-05-16,AAPL,142.95076423829784,144.88558508436645,141.60521957217642,142.94093322753906,86643800
2022-05-17,AAPL,146.2016865687997,147.0954395557584,144.06060880808,146.5749053955078,78336300
2022-05-18,AAPL,144.2275834099531,144.72847052072004,137.4016833512006,138.30526733398438,109742900
2022-05-19,AAPL,137.3820660685117,139.13027811714653,134.1606406090294,134.89724731445312,136095600
2022-05-20,AAPL,136.60617864285032,138.1874284579592,130.24190028158935,135.13296508789062,137426100
2022-05-23,AAPL,135.32937819993117,140.7016976717336,135.19187888015,140.55438232421875,117726300
2022-05-24,AAPL,138.29544611720485,139.43473470985077,134.87759532556828,137.85348510742188,104132700
2022-05-25,AAPL,135.95791658734237,139.25791446992204,135.86952739968447,138.01060485839844,92482700
2022-05-26,AAPL,134.93655811483617,141.76244552491406,134.69102248867287,141.2124481201172,90601500
2022-05-27,AAPL,142.79365382955837,147.00703727273068,142.66597054796807,146.96775817871094,90978500
2022-05-31,AAPL,146.40797140805827,147.969574191578,144.21778311608426,146.18206787109375,103718400
2022-06-01,AAPL,147.2231190270911,149.0302721781197,145.04276200731988,146.05438232421875,74286600
2022-06-02,AAPL,145.1900746138875,148.5686459793301,144.2373955374819,148.5097198486328,72348100
2022-06-03,AAPL,144.27668941243508,145.327588805216,141.88027492949882,142.78384399414062,88570300
2022-06-06,AAPL,144.40437947478588,145.91688699135824,142.31241160472894,143.5302734375,71598400
2022-06-07,AAPL,141.77224146396463,146.33919698612507,141.52670589855168,146.05438232421875,67808200
2022-06-08,AAPL,145.92668764129223,147.19364446593215,144.82669318974126,145.31776428222656,53950200
2022-06-09,AAPL,144.45350326791345,145.3079623441927,139.98475243487303,140.09278869628906,69473000
2022-06-10,AAPL,137.77492521441144,138.24634933788164,134.61242570462275,134.68118286132812,91437900
2022-06-13,AAPL,130.49724415866797,132.78563754326257,129.09278784637604,129.52493286132812,122207100
2022-06-14,AAPL,130.75263937576375,131.499062300989,129.13209521491825,130.3892364501953,84784300
2022-06-15,AAPL,131.89189392813557,134.88743119148037,129.79994084447466,133.01153564453125,91533000
2022-06-16,AAPL,129.72131193776602,130.02577354770546,126.73559198559865,127.73738098144533,108123900
2022-06-17,AAPL,127.74728013136736,130.70352361415718,127.49191349420408,129.21066284179688,134520300
2022-06-21,AAPL,131.03743398602646,134.61243163462674,130.93922874022462,133.4436798095703,81000500
2022-06-22,AAPL,132.38295585554104,135.29991972582334,131.5186808102628,132.93296813964844,73409200
2022-06-23,AAPL,134.37669341757493,136.11507419750754,133.2079418850883,135.80079650878906,72433800
2022-06-24,AAPL,137.40168446081998,139.37579982628543,137.27401616859356,139.13026428222656,89116800
2022-06-27,AAPL,140.1516855515393,140.92758626309347,138.45258378281605,139.13026428222656,70207900
2022-06-28,AAPL,139.59189131103963,140.85884829692233,134.86778919791303,134.9856414794922,67083400
2022-06-29,AAPL,135.00530159449806,138.15797032243336,134.22940070216495,136.74368286132812,66242400
2022-06-30,AAPL,134.79900702917675,135.89900141660408,131.38115662088498,134.27847290039062,98964500
2022-07-01,AAPL,133.61062978312276,136.5570566364842,133.23742590571564,136.4490203857422,71051600
2022-07-05,AAPL,135.30974606974897,139.08116882706543,134.4847351652157,139.0320587158203,73353800
2022-07-06,AAPL,138.82579671678738,141.54631963942614,138.56061414428805,140.3677520751953,74064300
2022-07-07,AAPL,140.73115856961377,143.93295194501383,140.72134254203155,143.7365264892578,66253700
2022-07-08,AAPL,142.66598770215515,144.91510200246088,142.41063609457171,144.41419982910156,64547800
2022-07-11,AAPL,143.06866052706354,144.02133971358117,141.2124122640522,142.28294372558594,63141600
2022-07-12,AAPL,143.15705931439427,145.79902455570198,142.45974665881124,143.25527954101562,77588800
2022-07-13,AAPL,140.4365056872071,143.83470899507392,139.58203186092555,142.89186096191406,71185600
2022-07-14,AAPL,141.50706056941064,146.29008864591398,140.69188068401962,145.81866455078125,78140700
2022-07-15,AAPL,147.10527685866828,148.16599237248846,145.5534901802815,147.48831176757812,76259900
2022-07-18,AAPL,148.04810908676706,148.86328884760215,144.08024651562505,144.4436492919922,81420900
2022-07-19,AAPL,145.27849702782842,148.52938586254203,144.28653863291348,148.30349731445312,82982400
2022-07-20,AAPL,148.42132610705224,150.97490184976564,147.6847194489196,150.30703735351562,64823400
2022-07-21,AAPL,151.7409787508479,152.79187815956976,149.2266969700013,152.5758056640625,65086600
2022-07-22,AAPL,152.61507520531072,153.48918116011728,150.67043785379852,151.33828735351562,66675400
2022-07-25,AAPL,151.259680770693,152.27128581002526,149.56057934341123,150.21861267089844,53623900
2022-07-26,AAPL,149.54097900815464,150.3561589035467,148.10705966352916,148.8927764892578,55138700
2022-07-27,AAPL,149.8552563235132,154.5204317003286,149.4427584043403,153.9900665283203,78620700
2022-07-28,AAPL,154.1766972484503,154.8249147765774,151.6525992780924,154.54010009765625,81378700
2022-07-29,AAPL,158.36064587550854,160.70796561063992,156.65171270547043,159.6079559326172,101786900
2022-08-01,AAPL,158.1347223194791,160.66865118760447,158.01687004208316,158.62579345703125,67829400
2022-08-02,AAPL,157.24094628726945,159.50969199737088,156.77933833047933,157.1525421142578,59907000
2022-08-03,AAPL,157.96772903161715,163.61504600881742,157.87933984085964,163.16326904296875,82507500
2022-08-04,AAPL,163.0454244700845,164.20436008201335,161.49363796486168,162.8489990234375,55474100
2022-08-05,AAPL,160.51809946404907,163.1145559751719,160.31155649978248,162.622802734375,56697000
2022-08-08,AAPL,163.62595540473944,165.04220702567798,161.49174831186727,162.15069580078125,60276900
2022-08-09,AAPL,161.31474028979756,163.08505499075815,160.55743608300256,162.19989013671875,63135500
2022-08-10,AAPL,164.91434111224348,166.54696529007254,164.14720734331007,166.44862365722656,70170500
2022-08-11,AAPL,167.25511117853088,168.1697800173322,165.41595884571527,165.7110137939453,57149200
2022-08-12,AAPL,167.01906593388134,169.33029699566112,166.60598003496278,169.26145935058594,68039400
2022-08-15,AAPL,168.69105712274018,170.5302096721514,168.5238628007137,170.33351135253906,54091700
2022-08-16,AAPL,169.93025557179138,170.84492444042124,168.82873307006977,170.17613220214844,56377100
2022-08-17,AAPL,169.9204107737534,173.24465231523857,169.72371248841205,171.67105102539062,79542000
2022-08-18,AAPL,170.8842371095866,172.01526346746522,170.26462327491188,171.2776336669922,62290100
2022-08-19,AAPL,170.1761294599256,170.8744256820194,168.48449706975865,168.6910400390625,70346300
2022-08-22,AAPL,166.89122718275175,167.05842149370653,164.38328250419255,164.8061981201172,69026800
2022-08-23,AAPL,164.32426652803133,165.92738691269662,163.90135093265715,164.47178649902344,54147100
2022-08-24,AAPL,164.56028725907692,165.3372506609901,163.50792827667766,164.76681518554688,53841500
2022-08-25,AAPL,165.9962181286182,167.33378750652878,165.57331755675585,167.22560119628906,51218200
2022-08-26,AAPL,167.75672364191396,168.22880259575382,160.86233294904275,160.9213409423828,78961000
2022-08-29,AAPL,158.49204445005722,160.2131805859094,157.18399419307175,158.71826171875,73314000
2022-08-30,AAPL,159.4558931891013,159.87879372642644,155.11862647886383,156.28900146484375,77906200
2022-08-31,AAPL,157.66590799399623,157.9314589229971,154.54819451849457,154.6268768310547,87991100
2022-09-01,AAPL,154.05645479166745,155.8070951296429,152.11894582091065,155.3546905517578,74229900
2022-09-02,AAPL,157.11516076913463,157.71510032446895,152.41400097767612,153.24014282226562,76957800
2022-09-06,AAPL,153.88928271826865,154.4990520231096,151.1551355030448,151.9812774658203,73714800
2022-09-07,AAPL,152.2664983933652,154.08597659166026,151.0764488090942,153.3876953125,87449600
2022-09-08,AAPL,152.0894537868935,153.7810862700933,150.1617743268103,151.9124298095703,84923800
2022-09-09,AAPL,152.90574262919617,155.21698869351633,152.19761681404773,154.77439880371094,68028800
2022-09-12,AAPL,156.9577901423654,161.5507634451195,156.67257987610813,160.7344512939453,104956000
2022-09-13,AAPL,157.26267420589616,157.89211772902357,150.8403783347764,151.30262756347656,122656600
2022-09-14,AAPL,152.23695501832623,154.50886749732993,151.07642462426648,152.74838256835938,87965400
2022-09-15,AAPL,152.09926605765543,152.67954626691656,148.88321078041434,149.85687255859375,90481100
2022-09-16,AAPL,148.7159837686101,148.85367404064328,145.92281466761472,148.21438598632812,162278800
2022-09-19,AAPL,146.8473562182448,152.01076545240036,146.64082825286496,151.9320831298828,81474200
2022-09-20,AAPL,150.86989154639073,155.4727097837978,150.5551772691551,154.31216430664062,107689800
2022-09-21,AAPL,154.74485786115525,156.12177550942985,151.06655437386138,151.1845703125,101696800
2022-09-22,AAPL,149.8667164993867,151.9222413623521,148.42096082844884,150.2207794189453,86652500
2022-09-23,AAPL,148.69634230303134,148.97172290795524,146.10971554201328,147.94886779785156,96029900
2022-09-26,AAPL,147.19157145564952,151.23378336075643,147.17189712565283,148.28326416015625,93339400
2022-09-27,AAPL,150.22080529252614,152.16814418194363,147.47681344155066,149.2569580078125,84442700
2022-09-28,AAPL,145.20488028971093,148.15539940831013,142.45105944426174,147.36859130859375,146691400
2022-09-29,AAPL,143.69032433945154,144.30009364647282,138.35970520995244,140.13002014160156,128138200
2022-09-30,AAPL,138.9497794383235,140.7397682439674,135.72387972938284,135.9205780029297,124925300
2022-10-03,AAPL,135.93042173003832,140.71026327900083,135.4189942166646,140.10047912597656,114311700
2022-10-04,AAPL,142.63790300327412,143.80827778255872,141.88059902718757,143.6902618408203,87830100
2022-10-05,AAPL,141.6937945288243,144.94919877755754,140.65126498965273,143.9853515625,79471000
2022-10-06,AAPL,143.40509411965112,145.1065563258667,142.82482883069895,143.03135681152344,68402200
2022-10-07,AAPL,140.18899129011243,140.73976746295003,137.14996021039673,137.77940368652344,85925600
2022-10-10,AAPL,138.10397338867188,139.5497290653031,136.28449546728626,138.10397338867188,74899000
2022-10-11,AAPL,137.5925684188842,139.01866500579175,135.9402845213117,136.687744140625,77033700
2022-10-12,AAPL,136.83526713014228,138.04497594951954,135.88126460377657,136.05828857421875,70433700
2022-10-13,AAPL,132.76355465182596,141.22170198168052,132.1537703856876,140.63160705566406,113224000
2022-10-14,AAPL,141.9297957953737,142.13633872738868,135.9107418701706,136.0976104736328,88598000
2022-10-17,AAPL,138.74327729972725,140.54308109407378,137.9564690521345,140.06117248535156,85250900
2022-10-18,AAPL,143.09038098743915,144.2804155723702,138.2908639653918,141.3790740966797,99136600
2022-10-19,AAPL,139.35306643618645,142.5592928689976,139.1661977624332,141.48727416992188,61758300
2022-10-20,AAPL,140.66108608089553,143.48374457740485,140.2971785169794,141.0249786376953,64522000
2022-10-21,AAPL,140.51356590449524,145.4114389768542,140.29719327846567,144.84100341796875,86548600
2022-10-24,AAPL,144.7623420825169,147.75219561004096,143.59196680128505,146.9850616455078,75981900
2022-10-25,AAPL,147.61445761698823,149.97488175167828,146.89650221681083,149.8273468017578,74732300
2022-10-26,AAPL,148.47013415168624,149.48314455270017,145.59828223025528,146.88668823242188,88194300
2022-10-27,AAPL,145.62779799425218,146.59163005196794,141.75278042653088,142.41172790527344,109180200
2022-10-28,AAPL,145.75563383941002,154.90224563044006,145.38191164209258,153.17127990722656,164762400
2022-10-31,AAPL,150.63388908416607,151.69607811615833,149.41433537918505,150.8109130859375,97943200
2022-11-01,AAPL,152.52219441549877,152.88608702918296,146.6703335656384,148.16525268554688,80379300
2022-11-02,AAPL,146.49328294195223,149.66017491618842,142.60843546015093,142.637939453125,93604600
2022-11-03,AAPL,139.71691380956625,140.44471393264007,136.4615100959827,136.58937072753906,97918500
2022-11-04,AAPL,139.97824816387146,140.5496299805745,132.38284296255216,136.32339477539062,140814800
2022-11-07,AAPL,135.07226465763827,137.08193945756335,133.6536636073325,136.85536193847656,83374600
2022-11-08,AAPL,138.32322168629616,139.3280515614897,135.44662070693448,137.42674255371094,89908500
2022-11-09,AAPL,136.44159482466026,136.4908547245009,132.5897021500865,132.86553955078125,74917800
2022-11-10,AAPL,139.14089348616804,144.6872100830078,137.42674799216064,144.6872100830078,118854000
2022-11-11,AAPL,143.6528333928847,147.7805490726991,142.2243712372686,147.47515869140625,93979700
2022-11-14,AAPL,146.75601106211803,148.04653945457946,145.23889010351994,146.07626342773438,73374100
2022-11-15,AAPL,149.95766666468066,151.3073005463515,146.35205896035316,147.81005859375,89868300
2022-11-16,AAPL,146.91363265596118,147.64262514508096,145.10096733747125,146.57867431640625,64218300
2022-11-17,AAPL,144.2537602517047,149.22871050736455,143.97792279490108,148.48001098632812,80389400
2022-11-18,AAPL,150.0463641188946,150.4305673318375,147.74114484123723,149.04151916503906,74829600
2022-11-21,AAPL,147.928327968664,148.1351985339266,145.52458880647748,145.81027221679688,58724100
2022-11-22,AAPL,145.92850754073268,148.1844671134609,144.7463298277078,147.94802856445312,51804100
2022-11-23,AAPL,147.22887996484198,149.5735133563615,147.1205141770319,148.82481384277344,58301400
2022-11-25,AAPL,146.1058228227629,146.66735873059727,144.93350612985708,145.90879821777344,35195900
2022-11-28,AAPL,142.9829242489195,144.46063120272478,141.24908683464577,142.07659912109375,69246000
2022-11-29,AAPL,142.14555568748492,142.65783165746328,138.2641245866872,139.07192993164062,83763800
2022-11-30,AAPL,139.2984872397453,146.50970358247017,138.46112907886217,145.8299560546875,111380900
2022-12-01,AAPL,146.00728442076144,146.9136094206591,144.43105787971572,146.1057891845703,71250400
2022-12-02,AAPL,143.79076945238455,145.8004446428343,143.48536400225353,145.61326599121094,65447400
2022-12-05,AAPL,145.57384712908555,148.6770258303521,143.60357112015112,144.45079040527344,68826400
2022-12-06,AAPL,144.88426506871545,145.11084261882044,139.81079492252832,140.7860870361328,64727200
2022-12-07,AAPL,140.07675927915528,141.23921477643742,137.91930489039092,138.8453369140625,69721100
2022-12-08,AAPL,140.24423909407787,141.38700272319693,139.00297068921475,140.52992248535156,62128300
2022-12-09,AAPL,140.22452830407295,143.40653461732074,138.80592729031733,140.04721069335938,76097000
2022-12-12,AAPL,140.5791698825673,142.352421040337,138.96354439037955,142.3425750732422,70462700
2022-12-13,AAPL,147.27811851695523,147.7411345402718,142.0962984876822,143.30801391601562,93886200
2022-12-14,AAPL,143.18979848966035,144.48032672192886,139.06206832067184,141.08160400390625,82291200
2022-12-15,AAPL,139.01286255987873,139.69261037462115,134.00835831999615,134.47137451171875,98931900
2022-12-16,AAPL,134.65848772833485,135.6042115944849,131.74247323835098,132.51087951660156,160156900
2022-12-19,AAPL,133.10199344508453,133.1906522558453,129.36832710470327,130.4027099609375,79592600
2022-12-20,AAPL,129.43726118544186,131.2696181831246,127.95955441414964,130.333740234375,77432800
2022-12-21,AAPL,131.003643429146,134.7767236692483,130.77706590433928,133.4369354248047,85928000
2022-12-22,AAPL,132.35330392731453,132.56017450128888,128.3634917913713,130.26480102539062,77852100
2022-12-23,AAPL,128.974266934376,130.4519739547497,127.71329147955149,129.90029907226562,63814900
2022-12-27,AAPL,129.42741525184118,129.4569681847138,126.80694496905856,128.09747314453125,69007800
2022-12-28,AAPL,127.74283419111389,129.08262238361158,123.99931454878694,124.16678619384766,85438400
2022-12-29,AAPL,126.0877898165425,128.5407809293698,125.83165939011434,127.6837158203125,75703700
2022-12-30,AAPL,126.50154851054428,128.0186541085182,125.53611015946498,127.99894714355467,77034200
2023-01-03,AAPL,128.34377240566317,128.9545531314731,122.32457886036784,123.2112045288086,112117500
2023-01-04,AAPL,125.00417001301612,126.7478686186016,123.22107249842936,124.48204803466795,89113600
2023-01-05,AAPL,125.24059093401247,125.87107865122056,122.9058186898535,123.16194915771484,80962700
2023-01-06,AAPL,124.13723942127504,128.35362127262974,123.03388217385093,127.6935806274414,87754700
2023-01-09,AAPL,128.53091900909354,131.4272262992552,127.95953732997243,128.21566772460938,70790800
2023-01-10,AAPL,128.32407802637962,129.30921608440133,126.2158831834938,128.78709411621094,63896200
2023-01-11,AAPL,129.29934353146365,131.52574967331964,128.52109123972087,131.5060577392578,69458900
2023-01-12,AAPL,131.89027740511193,132.26461961526783,129.48653833184324,131.42726135253906,71379600
2023-01-13,AAPL,130.0677644513709,132.914812571895,129.70326821418658,132.75718688964844,57809700
2023-01-17,AAPL,132.82615869144374,135.24958975985854,132.1365650960417,133.91966247558594,63646600
2023-01-18,AAPL,134.78655764920913,136.54994765313825,133.0231526132705,133.2004852294922,69672800
2023-01-19,AAPL,132.0873116107182,134.22505937639417,131.78192122019502,133.25962829589844,58280400
2023-01-20,AAPL,133.26944989272516,135.96873306889344,132.22520615532028,135.82095336914062,80223600
2023-01-23,AAPL,136.06724948686616,141.18997887668803,135.85051793428082,139.0128173828125,81760300
2023-01-24,AAPL,138.22472018745663,141.03236969957698,138.21487421828232,140.41172790527344,66435100
2023-01-25,AAPL,138.79610855058309,140.31321463501226,136.74701946562928,139.75169372558594,65799300
2023-01-26,AAPL,141.04221286895242,142.10616376720364,139.79108333600698,141.8204803466797,54105100
2023-01-27,AAPL,141.03236318771044,145.0418671305683,140.95355034191297,143.7611846923828,70555800
2023-01-30,AAPL,142.8056023172103,143.38683009380475,140.7269606636837,140.87472534179688,64015300
2023-01-31,AAPL,140.57921797786435,142.19484402279394,140.16546173816462,142.1455841064453,65874500
2023-02-01,AAPL,141.83030751885846,144.43107102589934,139.2196980441436,143.2686004638672,77663600
2023-02-02,AAPL,146.68702845858084,148.9331416858034,145.96788199485025,148.57850646972656,118339000
2023-02-03,AAPL,145.82993873509255,155.0409826349262,145.6329141931087,152.2037811279297,154357300
2023-02-06,AAPL,150.30250288074524,150.82462478693864,148.53909754834626,149.4749755859375,69858300
2023-02-07,AAPL,148.40119485902974,152.92297488891165,148.40119485902974,152.35159301757812,83322600
2023-02-08,AAPL,151.5930321421785,152.28262569889247,148.9233016908853,149.6621551513672,64120100
2023-02-09,AAPL,151.49453251585427,152.036361465456,148.18446797066764,148.62777709960938,56007100
2023-02-10,AAPL,147.4635148483787,149.3183915069066,147.22671535677526,148.9927978515625,57450700
2023-02-13,AAPL,148.9336202674222,152.19940317198714,148.90402220916044,151.79489135742188,62199000
2023-02-14,AAPL,150.08798919443248,151.71595766811416,148.8448255867729,151.153564453125,61707600
2023-02-15,AAPL,151.06476513520522,153.4228390365263,150.83784167870803,153.25511169433594,65573800
2023-02-16,AAPL,151.45941308943844,154.24175084931028,151.3015618059057,151.65675354003906,68167900
2023-02-17,AAPL,150.31494264074843,150.9562540378776,148.83497936586727,150.51226806640625,59144100
2023-02-21,AAPL,148.1936690103287,149.27898155177908,146.42758593465936,146.49664306640625,58867200
2023-02-22,AAPL,146.88140906273446,147.94698436963745,145.19425945136115,146.92088317871094,51011300
2023-02-23,AAPL,148.08511286734324,148.33177339849212,145.27319184522457,147.40432739257812,48394200
2023-02-24,AAPL,145.1449254913303,145.22385866894857,143.77349352201168,144.75027465820312,55469600
2023-02-27,AAPL,145.7369358691835,147.17742514808828,145.480399244609,145.94412231445312,44998500
2023-02-28,AAPL,145.08572620470352,147.08860849628215,144.86866373473268,145.44091796875,50547000
2023-03-01,AAPL,144.86865768902635,145.26330849706878,143.0729618860178,143.36895751953125,55479000
2023-03-02,AAPL,142.4514066454644,144.7502847940671,141.97780754659183,143.96096801757812,52238100
